03/23/2015,-70,"Withdrawal from 770510487C SUBLIME HQ PTY LTD IAT PAYPAL",cp1
03/18/2015,-200,"Internet Withdrawal to ShareBuilder Roth IRA XXX7752",cp1
03/16/2015,-3000,"Withdrawal from ALLY BANK $TRANSFER",cp1
03/13/2015,3127.9,"Deposit from FIDELITY EMP SVC PUBMATICIN",cp1
03/10/2015,-268.03,"Withdrawal from AMEX EPayment ACH PMT",cp1
03/09/2015,-500,"Internet Withdrawal to ShareBuilder Individual XXX3902",cp1
03/09/2015,-220,"Internet Withdrawal to ShareBuilder Roth IRA XXX7752",cp1
03/09/2015,-660,"Internet Withdrawal to ShareBuilder Roth IRA XXX7752",cp1
03/03/2015,-12,"Withdrawal from Capital One Inv. ProgramChg",cp1
03/02/2015,-19.53,"Electronic Payment to National Grid",cp1
03/02/2015,-2000,"Withdrawal from ALLY BANK $TRANSFER",cp1
03/02/2015,-725.81,"Withdrawal from AMEX EPayment ACH PMT",cp1
02/28/2015,0.14,"Monthly Interest Paid",cp1
02/27/2015,-1000,"1000 - Withdrawal to Savings XXXXX8671",cp1
02/27/2015,5397.18,"Deposit from FIDELITY EMP SVC PUBMATICIN",cp1
02/20/2015,-1500,"Withdrawal from ALLY BANK $TRANSFER",cp1
02/19/2015,1000,"Deposit from Savings XXXXX8671",cp1
02/17/2015,-936.83,"Withdrawal from AMEX EPayment ACH PMT",cp1
02/13/2015,-1000,"Withdrawal to Savings XXXXX8671",cp1
02/13/2015,2429.76,"Deposit from FIDELITY EMP SVC PUBMATICIN",cp1
02/09/2015,-21.76,"Electronic Payment to National Grid",cp1
02/03/2015,-12,"Withdrawal from Capital One Inv. ProgramChg",cp1
02/03/2015,-1000,"Withdrawal from ALLY BANK $TRANSFER",cp1
01/31/2015,0.14,"Monthly Interest Paid",cp1
01/31/2015,-1900,"Withdrawal to Savings XXXXX8671",cp1
01/30/2015,2429.77,"Deposit from FIDELITY EMP SVC PUBMATICIN",cp1
01/26/2015,-22.56,"Debit Card Purchase - STEWARTS SCOTTISH MARK KEARNY NJ",cp1
01/16/2015,-1500,"Withdrawal from ALLY BANK $TRANSFER",cp1
01/16/2015,-509.75,"Withdrawal from AMEX EPayment ACH PMT",cp1
01/15/2015,-220,"Internet Withdrawal to ShareBuilder Roth IRA XXX7752",cp1
01/15/2015,2429.76,"Deposit from FIDELITY EMP SVC PUBMATICIN",cp1
01/05/2015,-20.68,"Electronic Payment to National Grid",cp1
01/05/2015,-12,"Withdrawal from ShareBuilder ProgramChg",cp1
01/02/2015,-1400,"Withdrawal from ALLY BANK $TRANSFER",cp1
