06/02/2015,-7.98,"ITUNES.COM/BILL ITUNCUPERTINO CA",amex
06/02/2015,-8.15,"PRET A MANGER #002 0NEW YORK NY",amex
06/04/2015,-11.91,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
06/04/2015,-12.59,"AMAZON WEB SERVICES AWS.AMAZON.CO WA",amex
06/04/2015,-12.65,"AMAZON.COM AMZN.COM/BILL WA",amex
06/04/2015,-16.31,"AMAZON.COM AMZN.COM/BILL WA",amex
06/04/2015,2274.66,"ONLINE PAYMENT - THANK YOU",amex
06/05/2015,-23.08,"BROOKLYN LARDER BROOKLYN NY",amex
06/05/2015,-20,"NEW YORK TIMES DIGIT800-698-4637 NY",amex
06/06/2015,-58.56,"AMAZON.COM AMZN.COM/BILL WA",amex
06/08/2015,-40,"MTA MVM*42ND STREET NEW YORK NY",amex
06/12/2015,-6.52,"PRET A MANGER #002 0NEW YORK NY",amex
06/13/2015,-17.88,"FOODTOWN #600 000000COLD SPRINGS NY",amex
06/14/2015,1.65,"COLD SPRING QUICK MACOLD SPRING NY",amex
06/14/2015,-40,"COLD SPRING QUICK MACOLD SPRING NY",amex
06/14/2015,-8.92,"FOODTOWN #600 000000COLD SPRINGS NY",amex
06/16/2015,-8.5,"HANCO ON SMITH STREE718-858-6818",amex
06/16/2015,-3.99,"ITUNES.COM/BILL ITUNCUPERTINO CA",amex
06/16/2015,-10.28,"PAPER SOURCE BROOKLYBROOKLYN NY",amex
06/17/2015,-20,"ONE MEDICAL GROUP NEW YORK NY",amex
06/17/2015,-12.3,"WALGREENS #15352 000BROOKLYN NY",amex
06/18/2015,-40,"MTA MVM*42ND STREET NEW YORK NY",amex
06/18/2015,-9.99,"SPOTIFY USA 659675897014 SE",amex
06/19/2015,-39,"BROWSERSTACK.COM LEWES DE",amex
06/19/2015,-45.19,"BY BROOKLYN 718-643-0606",amex
06/19/2015,-10,"DOCTORS W/O BORDERS 212-679-6800 NY",amex
06/19/2015,-96.9,"HABIT ON SMITH 12705BROOKLYN NY",amex
06/20/2015,-14.99,"EGGHEAD.IO FORT WORTH TX",amex
06/26/2015,-7.99,"NETFLIX.COM NETFLIX.COM CA",amex
06/28/2015,-37.5,"BUILDING ON BOND 884BROOKLYN NY",amex
06/29/2015,-26.56,"AMAZON.COM AMZN.COM/BILL WA",amex
06/29/2015,594.05,"ONLINE PAYMENT - THANK YOU",amex
06/30/2015,-32.59,"AMAZON.COM AMZN.COM/BILL WA",amex
07/01/2015,-119.08,"EMILY 00085669654216BROOKLYN NY",amex
07/01/2015,-10,"LINODE.COM 855-454-6633 NJ",amex
07/02/2015,-5.27,"AMAZON WEB SERVICES AWS.AMAZON.CO WA",amex
07/02/2015,-13.66,"FOODTOWN #602 000000BROOKLYN NY",amex
07/03/2015,-18.7,"AMAZON.COM AMZN.COM/BILL WA",amex
07/03/2015,-20,"NEW YORK TIMES DIGIT800-698-4637 NY",amex
07/07/2015,-40,"MTA MVM*42ND STREET NEW YORK NY",amex
07/07/2015,-64.24,"MYCLEAN 650000007895NEW YORK NY",amex
07/07/2015,-6.52,"PRET A MANGER #002 0NEW YORK NY",amex
07/08/2015,-45,"BROOKLYN BOULDERS 20BROOKLYN NY",amex
07/09/2015,-28.25,"LIRRNYTICKETS JAMAICA NY",amex
07/11/2015,-27.54,"AMAZON.COM AMZN.COM/BILL WA",amex
07/13/2015,-5.04,"AMAZON.COM AMZN.COM/BILL WA",amex
07/13/2015,-3.99,"ITUNES.COM/BILL ITUNCUPERTINO CA",amex
07/13/2015,-18.25,"LIRRNYTICKETS JAMAICA NY",amex
07/14/2015,-26.56,"AMAZON.COM AMZN.COM/BILL WA",amex
07/15/2015,-45,"DOF PARKINGANDCAMERANEW YORK NY",amex
07/15/2015,-1.12,"NYCFINANCECONVENIENCNEW YORK NY",amex
07/15/2015,-6.52,"PRET A MANGER #002 0NEW YORK NY",amex
07/17/2015,-2,"NYCDOT PARKING METERLONG IS CITY NY",amex
07/18/2015,-42.78,"SHELL OIL 5754306430NEW PALTZ NY",amex
07/18/2015,-9.99,"SPOTIFY USA 688742081013 SE",amex
07/19/2015,-39,"BROWSERSTACK.COM 9172677480 DE",amex
07/20/2015,-14.99,"EGGHEAD.IO 8176756031 TX",amex
07/20/2015,-17.42,"GRUBHUB SEAMLESS 8775857878 IL",amex
07/20/2015,-22,"KING TAI 65000000817BROOKLYN NY",amex
07/21/2015,-15.34,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
07/21/2015,-27.66,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
07/21/2015,-96.9,"MYCLEAN 650000007895NEW YORK NY",amex
07/21/2015,394.12,"ONLINE PAYMENT - THANK YOU",amex
07/22/2015,-3.79,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
07/22/2015,-8.5,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
07/22/2015,-150,"HOMEEXCHANGE.COM, INHermosa Bch CA",amex
07/23/2015,-11.98,"GABRIELA'S TAQUERIA NEW YORK NY",amex
07/24/2015,-17.5,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
07/25/2015,-37.62,"WHISTLING WILLIES COLD SPRING NY",amex
07/26/2015,-76.26,"BROOKLYN FARE #192 5BROOKLYN NY",amex
07/26/2015,-7.99,"NETFLIX.COM NETFLIX.COM CA",amex
07/27/2015,-40,"MTA MVM*SECOND AVENUNEW YORK NY",amex
07/28/2015,-19,"RUSH 49 (877) 827-50877-827-5010 CA",amex
07/29/2015,-6.52,"PRET A MANGER #022 0NEW YORK NY",amex
07/30/2015,-85.97,"PROFLOWERS.COM 888-373-7437 CA",amex
07/31/2015,-20,"NEW YORK TIMES DIGIT800-698-4637 NY",amex
07/31/2015,-0.25,"NYCDOT PARKING METERLONG IS CITY NY",amex
08/01/2015,-10,"LINODE.COM 855-454-6633 NJ",amex
08/01/2015,-43.02,"TUXEDO GULF 00000000TUXEDO PARK NY",amex
08/02/2015,-34.28,"BROOKLYN LARDER BROOKLYN NY",amex
08/03/2015,-4.16,"AMAZON WEB SERVICES AWS.AMAZON.CO WA",amex
08/04/2015,-19.6,"METRO-BICYCLES-HK NEW YORK NY",amex
08/05/2015,-16.99,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
08/07/2015,-12,"KING TAI 65000000817BROOKLYN NY",amex
08/07/2015,-134.3,"STEVENALAN.COM NEW YORK NY",amex
08/07/2015,-30,"ZAPPOS.COM 800-927-7671 NV",amex
08/10/2015,-19,"RUSH 49 (877) 827-50877-827-5010 CA",amex
08/11/2015,-11.97,"ITUNES.COM/BILL ITUNCUPERTINO CA",amex
08/11/2015,-8.7,"PRET A MANGER #002 0NEW YORK NY",amex
08/12/2015,-17.02,"DUANE READE #14223 0NEW YORK NY",amex
08/13/2015,-33.76,"FL ROBERTS WHATELY TWHATELY MA",amex
08/14/2015,30,"ZAPPOS.COM 800-927-7671 NV",amex
08/16/2015,-33.69,"EXXONMOBIL FAIRFIELD CT",amex
08/16/2015,-40,"ZAPPOS.COM 800-927-7671 NV",amex
08/17/2015,1345.53,"ONLINE PAYMENT - THANK YOU",amex
08/18/2015,-17.28,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
08/18/2015,-96.9,"MYCLEAN 650000007895NEW YORK NY",amex
08/18/2015,-9.99,"SPOTIFY USA 719638844014 SE",amex
08/19/2015,-40.14,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
08/19/2015,-39,"BROWSERSTACK.COM 9172677480 DE",amex
08/20/2015,-29.64,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
08/20/2015,-14.99,"EGGHEAD.IO FORT WORTH TX",amex
08/22/2015,-19.89,"NYC TAXI 9D38 090001BROOKLYN NY",amex
08/22/2015,-15.3,"NYSHL TAXI AC28 0900LONG ISLAND C NY",amex
08/24/2015,-8.48,"FLAVORS NEW YORK NY",amex
08/24/2015,-40,"MTA MVM*23RD STREET NEW YORK NY",amex
08/25/2015,-7,"BELLA VITA 00-080154NEW YORK NY",amex
08/25/2015,-22,"KING TAI 65000000817BROOKLYN NY",amex
08/26/2015,-7.99,"NETFLIX.COM NETFLIX.COM CA",amex
08/26/2015,-6.52,"PRET A MANGER #002 0NEW YORK NY",amex
08/28/2015,-20.68,"7TH AVENUE WINE LIQBROOKLYN NY",amex
08/28/2015,-20,"NEW YORK TIMES DIGIT800-698-4637 NY",amex
08/29/2015,-26.09,"AMAZON.COM AMZN.COM/BILL WA",amex
08/29/2015,-8.24,"AMPLE HILLS CREAMERYBrooklyn NY",amex
08/29/2015,-130.96,"MARIETTA 88430156787BROOKLYN NY",amex
08/30/2015,-42.69,"KEY FOODS #0440 BR 5HEMPSTED NY",amex
08/30/2015,-34.2,"THE GREEN GRAPE 8843BROOKLYN NY",amex
08/31/2015,-16.28,"AMAZON.COM AMZN.COM/BILL WA",amex
08/31/2015,-20,"WEILL CORNELL DERMATNEW YORK NY",amex
09/01/2015,-10,"LINODE.COM 855-454-6633 NJ",amex
09/01/2015,-96.9,"MYCLEAN 650000007895NEW YORK NY",amex
09/01/2015,747.95,"ONLINE PAYMENT - THANK YOU",amex
09/02/2015,-4.16,"AMAZON WEB SERVICES AWS.AMAZON.CO WA",amex
09/02/2015,0.31,"AMAZON.COM AMZN.COM/BILL WA",amex
09/03/2015,-23.01,"ILILI BOX NEW YORK NY",amex
09/05/2015,-38.37,"AMAZON.COM AMZN.COM/BILL WA",amex
09/05/2015,-3.99,"ITUNES.COM/BILL ITUNCUPERTINO CA",amex
09/06/2015,-35.57,"PACIFIC STANDARD 000BROOKLYN NY",amex
09/06/2015,-44,"THE WHITNEY MUSEUM 0NEW YORK NY",amex
09/06/2015,-5.96,"THINK COFFEE 8TH New York NY",amex
09/06/2015,-7.61,"WHITNEY MUSEUM OF 54NEW YORK NY",amex
09/07/2015,-35.92,"AMAZON.COM AMZN.COM/BILL WA",amex
09/07/2015,-15.02,"FAMILY DOLLAR #6208 BROOKLYN NY",amex
09/08/2015,-22.24,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
09/09/2015,-8.7,"PRET A MANGER 0074 0NEW YORK NY",amex
09/10/2015,-40,"MTA MVM*NOSTRAND AVENEW YORK NY",amex
09/11/2015,-48.99,"42ND STREET WINE LOFNEW YORK NY",amex
09/11/2015,-8.7,"FIVE GUYS-NY #1499 5NEWYORK NY",amex
09/12/2015,-25,"JSM SERVICE INC 8493BROOKLYN NY",amex
09/13/2015,-14.26,"SHELL OIL 1000440000COLUMBIA NJ",amex
09/14/2015,-28.71,"AMAZON MKTPLACE PMTSAMZN.COM/BILL WA",amex
09/15/2015,-96.9,"MYCLEAN 650000007895NEW YORK NY",amex
09/15/2015,-6.52,"PRET A MANGER 0074 0NEW YORK NY",amex
09/16/2015,-26.38,"CLAYMONT STEAK SHOP 3526 PHILADEL DE",amex
09/16/2015,-32.75,"EZPASS PREPAID TOLL 800-333-8655 NY",amex
09/16/2015,-152.47,"FRANNY'S 00000033333BROOKLYN NY",amex
09/16/2015,-166.45,"PROJECTOR LAMPS LLC 302-5449275 DE",amex
09/17/2015,-0.88,"Greenlight Bookstore718-246-0200",amex
09/18/2015,-53.69,"FOODTOWN #602 000000BROOKLYN NY",amex
09/18/2015,-96,"Fort Defiance Brooklyn NY",amex
09/18/2015,-10.04,"KEY FOODS #1370 5429BROOKLYN NY",amex
09/18/2015,-27.25,"MTA MVM*CANAL STREETNEW YORK NY",amex
09/18/2015,-10.43,"PRET A MANGER 0074 0NEW YORK NY",amex
09/18/2015,-9.99,"SPOTIFY USA 751758082018 SE",amex
09/19/2015,-26.25,"SPRING GENERAL STORE631-329-5065",amex
09/19/2015,-29.33,"SPRING GENERAL STORE631-329-5065",amex
09/19/2015,-58.47,"STUART'S SEAFOOD MAR631-267-6700",amex
09/20/2015,-14.99,"EGGHEAD.IO TRAINING FORT WORTH TX",amex
09/20/2015,-56.38,"GOSMAN'S CLAM BAR MONTAUK NY",amex
09/20/2015,-41,"MONTAUK CITGO 000111MONTAUK NY",amex
09/21/2015,-35.24,"KEY FOODS #1370 5429BROOKLYN NY",amex
09/21/2015,-17.42,"METRO-BICYCLES-HK NEW YORK NY",amex
09/21/2015,-422.69,"VZWRLSS*WALCCRVN 8009220204",amex
09/22/2015,-65,"DOF PARKINGANDCAMERANEW YORK NY",amex
09/22/2015,-30.87,"GRUBHUB SEAMLESS 8775857878 IL",amex
09/22/2015,-20,"JACKSON DERMATOLOGY BROOKLYN NY",amex
09/22/2015,-1.62,"NYCFINANCECONVENIENCNEW YORK NY",amex
09/22/2015,289.61,"ONLINE PAYMENT - THANK YOU",amex
09/22/2015,-416.66,"TDI BROADWAY.COM TICKETING",amex
09/22/2015,-47.41,"THE CHILDRENS PLACE BROOKLYN NY",amex
09/23/2015,-52.78,"FOODTOWN #602 000000BROOKLYN NY",amex
09/23/2015,-1,"NYCDOT PARKING METERLONG IS CITY NY",amex
09/23/2015,-8.7,"PRET A MANGER 0074 0NEW YORK NY",amex
09/24/2015,-33.93,"CHAVELAS BROOKLYN NY",amex
09/24/2015,-42.33,"EVE PHARMACY 422544 BROOKLYN NY",amex
09/24/2015,-20,"MELT MASSAGE & BODYWBROOKLYN NY",amex
09/24/2015,-0.25,"PAYPAL *ELECTRICLIT 4029357733 NY",amex
09/25/2015,-14.95,"AUDIBLE 888-283-5051 NJ",amex
09/25/2015,-20,"NEW YORK TIMES DIGIT800-698-4637 NY",amex
09/25/2015,-1,"NYCDOT PARKING METERLONG IS CITY NY",amex
09/25/2015,-21.43,"SHAKE SHACK - NY, BKBROOKLYN NY",amex
09/25/2015,-1.56,"TARGET ATLANTIC TERMBROOKLYN NY",amex
09/25/2015,-11.09,"TARGET ATLANTIC TERMBROOKLYN NY",amex
09/26/2015,-217.64,"AMAZON.COM AMZN.COM/BILL WA",amex
09/26/2015,-3.5,"GORILLA COFFEE FIFTHBrooklyn NY",amex
09/26/2015,-58.51,"Greenlight Bookstore718-246-0200",amex
09/26/2015,-7.99,"NETFLIX.COM 866-579-7172 CA",amex
09/26/2015,-40.84,"NO. 7 BROOKLYN NY",amex
09/26/2015,-1,"NYCDOT PARKING METERLONG IS CITY NY",amex
09/26/2015,-1.5,"NYCDOT PARKING METERLONG IS CITY NY",amex
09/26/2015,-67.18,"THE GREEN GRAPE 8843BROOKLYN NY",amex
09/27/2015,-58.46,"CAFE RUE DIX BROOKLYN NY",amex
09/27/2015,-12.74,"VTS NYC LPEP TAXI LONG ISLAND CITY NY",amex
09/28/2015,-8,"COUNTY PHARMACY 718-783-1143",amex
09/28/2015,-35.22,"FOODTOWN #602 000000BROOKLYN NY",amex
